browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,mindsCode,link,calibration,id,age,sex,nationality
Microsoft Edge,98.0.1108.43,1280,720,Windows,en-US,2022-02-09_09:44:06,2022-02-09_09:44:06,M057814,https://www.testable.org/experiment/4597/148338/start?participant=M057814,0.72,m057814,"41",male,british

rowNo,type,stim1,stim2,stimPos,ITI,stimFormat,feedbackIncorrect,feedbackTime,head,responseType,responseOptions,if,then,fixation,button1,keyboard,key,cursor,random,trialType,correctSide,task,stimPos_actual,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct,responseCode
2,form,"","","","","","","",What is the highest level of education you completed?,dropdown,Less than High School; High School or Equivalent; College or Technical School; Bachelor's Degree; Master's Degree or Higher,Less than High School,screenout,"",Submit,"","","","","","","","",,"","",24595,College or Technical School,3563,"0","3"
190,test,croissantLarge,breadSmall,-341 0; 341 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,j,hide,"2",incongruent,right,smaller,-341 0;341 0,700,42,"16.67",63999,j,729,"1",""
125,test,lampSmall,shelfLarge,-235 0; 235 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,f,hide,"2",congruent,left,smaller,-235 0;235 0,700,42,"16.67",65310,f,625,"1",""
200,test,schoolbusLarge,bikeSmall,-370 0; 370 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,j,hide,"2",congruent,right,smaller,-370 0;370 0,700,42,"16.67",67480,j,1477,"1",""
152,test,orangeLarge,raspberrySmall,-307 0; 307 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,j,hide,"2",congruent,right,smaller,-307 0;307 0,700,42,"16.66",68963,j,793,"1",""
110,test,hammerLarge,ladderSmall,-156 0; 156 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,j,hide,"2",incongruent,right,smaller,-156 0;156 0,700,42,"16.66",70553,j,900,"1",""
215,test,wheelSmall,coinLarge,-300 0; 300 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,f,hide,"2",incongruent,left,smaller,-300 0;300 0,700,41,"17.07",71952,f,699,"1",""
139,test,coconutSmall,blueberryLarge,-309 0; 309 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,f,hide,"2",incongruent,left,smaller,-309 0;309 0,700,42,"16.66",73388,f,752,"1",""
160,test,pumpkinLarge,mushroomSmall,-304 0; 304 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,j,hide,"2",congruent,right,smaller,-304 0;304 0,700,42,"16.67",74653,j,567,"1",""
189,test,croissantSmall,breadLarge,-341 0; 341 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,f,hide,"2",congruent,left,smaller,-341 0;341 0,700,42,"16.67",75909,f,556,"1",""
114,test,trayLarge,bedSmall,-350 0; 350 0,"700",.jpg,"Oops, this is incorrect! \n    <br> Remember, choose the one which is <b>smaller</b> on the screen.","5000","","","","","",ITI,"",f j,j,hide,"2",incongruent,right,smaller,-350 0;350 0,700,42,"16.66",77404,j,801,"1",""
